particle_id,polymer,size_um,shape,aging,charge,oxidation_score,corona_score,hydrophobicity_score,roughness_score,leachate_score,charge_score,shape_factor,shape_retention,size_class,reactive_surface_class,corona_potential_class
MP0376,PP,5.0,fiber,oxidized,neutral,1.0,0.6200000000000001,0.8,0.8079999999999999,0.5740000000000001,0.3,1.6,0.85,small microplastic,high,moderate
MP0377,PP,5.0,fiber,oxidized,negative,1.0,0.6800000000000002,0.8,0.8079999999999999,0.5740000000000001,0.6,1.6,0.85,small microplastic,high,high
MP0378,PP,5.0,fiber,oxidized,positive,1.0,0.7200000000000001,0.8,0.8079999999999999,0.5740000000000001,0.8,1.6,0.85,small microplastic,high,high
MP0379,PP,10.0,sphere,pristine,neutral,0.2,0.45,0.8,0.25,0.45,0.3,1.0,0.3,larger microplastic,low,moderate
MP0380,PP,10.0,sphere,pristine,negative,0.2,0.51,0.8,0.25,0.45,0.6,1.0,0.3,larger microplastic,low,moderate
MP0381,PP,10.0,sphere,pristine,positive,0.2,0.55,0.8,0.25,0.45,0.8,1.0,0.3,larger microplastic,low,moderate
MP0382,PP,10.0,sphere,UV-aged,neutral,0.8,0.53,0.8,0.55,0.53,0.3,1.0,0.3,larger microplastic,high,moderate
MP0383,PP,10.0,sphere,UV-aged,negative,0.8,0.5900000000000001,0.8,0.55,0.53,0.6,1.0,0.3,larger microplastic,high,moderate
MP0384,PP,10.0,sphere,UV-aged,positive,0.8,0.63,0.8,0.55,0.53,0.8,1.0,0.3,larger microplastic,high,moderate
MP0385,PP,10.0,sphere,oxidized,neutral,1.0,0.55,0.8,0.7,0.55,0.3,1.0,0.3,larger microplastic,high,moderate
MP0386,PP,10.0,sphere,oxidized,negative,1.0,0.6100000000000001,0.8,0.7,0.55,0.6,1.0,0.3,larger microplastic,high,moderate
MP0387,PP,10.0,sphere,oxidized,positive,1.0,0.65,0.8,0.7,0.55,0.8,1.0,0.3,larger microplastic,high,moderate
MP0388,PP,10.0,fragment,pristine,neutral,0.2,0.49,0.8,0.33,0.48,0.3,1.25,0.6,larger microplastic,low,moderate
MP0389,PP,10.0,fragment,pristine,negative,0.2,0.55,0.8,0.33,0.48,0.6,1.25,0.6,larger microplastic,low,moderate
MP0390,PP,10.0,fragment,pristine,positive,0.2,0.59,0.8,0.33,0.48,0.8,1.25,0.6,larger microplastic,low,moderate
MP0391,PP,10.0,fragment,UV-aged,neutral,0.8,0.5700000000000001,0.8,0.63,0.56,0.3,1.25,0.6,larger microplastic,high,moderate
MP0392,PP,10.0,fragment,UV-aged,negative,0.8,0.6300000000000001,0.8,0.63,0.56,0.6,1.25,0.6,larger microplastic,high,moderate
MP0393,PP,10.0,fragment,UV-aged,positive,0.8,0.67,0.8,0.63,0.56,0.8,1.25,0.6,larger microplastic,high,high
MP0394,PP,10.0,fragment,oxidized,neutral,1.0,0.5900000000000001,0.8,0.7799999999999999,0.5800000000000001,0.3,1.25,0.6,larger microplastic,high,moderate
MP0395,PP,10.0,fragment,oxidized,negative,1.0,0.6500000000000001,0.8,0.7799999999999999,0.5800000000000001,0.6,1.25,0.6,larger microplastic,high,high
MP0396,PP,10.0,fragment,oxidized,positive,1.0,0.6900000000000001,0.8,0.7799999999999999,0.5800000000000001,0.8,1.25,0.6,larger microplastic,high,high
MP0397,PP,10.0,fiber,pristine,neutral,0.2,0.48,0.8,0.35,0.47000000000000003,0.3,1.6,0.85,larger microplastic,low,moderate
MP0398,PP,10.0,fiber,pristine,negative,0.2,0.54,0.8,0.35,0.47000000000000003,0.6,1.6,0.85,larger microplastic,low,moderate
MP0399,PP,10.0,fiber,pristine,positive,0.2,0.58,0.8,0.35,0.47000000000000003,0.8,1.6,0.85,larger microplastic,low,moderate
MP0400,PP,10.0,fiber,UV-aged,neutral,0.8,0.56,0.8,0.65,0.55,0.3,1.6,0.85,larger microplastic,high,moderate
MP0401,PP,10.0,fiber,UV-aged,negative,0.8,0.6200000000000001,0.8,0.65,0.55,0.6,1.6,0.85,larger microplastic,high,moderate
MP0402,PP,10.0,fiber,UV-aged,positive,0.8,0.66,0.8,0.65,0.55,0.8,1.6,0.85,larger microplastic,high,high
MP0403,PP,10.0,fiber,oxidized,neutral,1.0,0.5800000000000001,0.8,0.7999999999999999,0.5700000000000001,0.3,1.6,0.85,larger microplastic,high,moderate
MP0404,PP,10.0,fiber,oxidized,negative,1.0,0.6400000000000001,0.8,0.7999999999999999,0.5700000000000001,0.6,1.6,0.85,larger microplastic,high,moderate
MP0405,PP,10.0,fiber,oxidized,positive,1.0,0.68,0.8,0.7999999999999999,0.5700000000000001,0.8,1.6,0.85,larger microplastic,high,high
MP0406,PS,0.05,sphere,pristine,neutral,0.23,0.72,0.7,0.274,0.662,0.3,1.0,0.3,nano-scale,low,high
MP0407,PS,0.05,sphere,pristine,negative,0.23,0.7799999999999999,0.7,0.274,0.662,0.6,1.0,0.3,nano-scale,low,high
MP0408,PS,0.05,sphere,pristine,positive,0.23,0.82,0.7,0.274,0.662,0.8,1.0,0.3,nano-scale,low,high
MP0409,PS,0.05,sphere,UV-aged,neutral,0.8300000000000001,0.7999999999999999,0.7,0.5740000000000001,0.742,0.3,1.0,0.3,nano-scale,high,high
MP0410,PS,0.05,sphere,UV-aged,negative,0.8300000000000001,0.86,0.7,0.5740000000000001,0.742,0.6,1.0,0.3,nano-scale,high,high
MP0411,PS,0.05,sphere,UV-aged,positive,0.8300000000000001,0.8999999999999999,0.7,0.5740000000000001,0.742,0.8,1.0,0.3,nano-scale,high,high
MP0412,PS,0.05,sphere,oxidized,neutral,1.0,0.82,0.7,0.724,0.762,0.3,1.0,0.3,nano-scale,high,high
MP0413,PS,0.05,sphere,oxidized,negative,1.0,0.88,0.7,0.724,0.762,0.6,1.0,0.3,nano-scale,high,high
MP0414,PS,0.05,sphere,oxidized,positive,1.0,0.9199999999999999,0.7,0.724,0.762,0.8,1.0,0.3,nano-scale,high,high
MP0415,PS,0.05,fragment,pristine,neutral,0.23,0.76,0.7,0.35400000000000004,0.6920000000000001,0.3,1.25,0.6,nano-scale,low,high
MP0416,PS,0.05,fragment,pristine,negative,0.23,0.82,0.7,0.35400000000000004,0.6920000000000001,0.6,1.25,0.6,nano-scale,low,high
MP0417,PS,0.05,fragment,pristine,positive,0.23,0.86,0.7,0.35400000000000004,0.6920000000000001,0.8,1.25,0.6,nano-scale,low,high
MP0418,PS,0.05,fragment,UV-aged,neutral,0.8300000000000001,0.84,0.7,0.654,0.772,0.3,1.25,0.6,nano-scale,high,high
MP0419,PS,0.05,fragment,UV-aged,negative,0.8300000000000001,0.9,0.7,0.654,0.772,0.6,1.25,0.6,nano-scale,high,high
MP0420,PS,0.05,fragment,UV-aged,positive,0.8300000000000001,0.94,0.7,0.654,0.772,0.8,1.25,0.6,nano-scale,high,high
MP0421,PS,0.05,fragment,oxidized,neutral,1.0,0.86,0.7,0.8039999999999999,0.792,0.3,1.25,0.6,nano-scale,high,high
MP0422,PS,0.05,fragment,oxidized,negative,1.0,0.92,0.7,0.8039999999999999,0.792,0.6,1.25,0.6,nano-scale,high,high
MP0423,PS,0.05,fragment,oxidized,positive,1.0,0.96,0.7,0.8039999999999999,0.792,0.8,1.25,0.6,nano-scale,high,high
MP0424,PS,0.05,fiber,pristine,neutral,0.23,0.75,0.7,0.374,0.682,0.3,1.6,0.85,nano-scale,low,high
MP0425,PS,0.05,fiber,pristine,negative,0.23,0.8099999999999999,0.7,0.374,0.682,0.6,1.6,0.85,nano-scale,low,high
MP0426,PS,0.05,fiber,pristine,positive,0.23,0.85,0.7,0.374,0.682,0.8,1.6,0.85,nano-scale,low,high
MP0427,PS,0.05,fiber,UV-aged,neutral,0.8300000000000001,0.83,0.7,0.674,0.762,0.3,1.6,0.85,nano-scale,high,high
MP0428,PS,0.05,fiber,UV-aged,negative,0.8300000000000001,0.89,0.7,0.674,0.762,0.6,1.6,0.85,nano-scale,high,high
MP0429,PS,0.05,fiber,UV-aged,positive,0.8300000000000001,0.9299999999999999,0.7,0.674,0.762,0.8,1.6,0.85,nano-scale,high,high
MP0430,PS,0.05,fiber,oxidized,neutral,1.0,0.85,0.7,0.824,0.782,0.3,1.6,0.85,nano-scale,high,high
MP0431,PS,0.05,fiber,oxidized,negative,1.0,0.91,0.7,0.824,0.782,0.6,1.6,0.85,nano-scale,high,high
MP0432,PS,0.05,fiber,oxidized,positive,1.0,0.95,0.7,0.824,0.782,0.8,1.6,0.85,nano-scale,high,high
MP0433,PS,0.1,sphere,pristine,neutral,0.23,0.72,0.7,0.274,0.662,0.3,1.0,0.3,nano-scale,low,high
MP0434,PS,0.1,sphere,pristine,negative,0.23,0.7799999999999999,0.7,0.274,0.662,0.6,1.0,0.3,nano-scale,low,high
MP0435,PS,0.1,sphere,pristine,positive,0.23,0.82,0.7,0.274,0.662,0.8,1.0,0.3,nano-scale,low,high
MP0436,PS,0.1,sphere,UV-aged,neutral,0.8300000000000001,0.7999999999999999,0.7,0.5740000000000001,0.742,0.3,1.0,0.3,nano-scale,high,high
MP0437,PS,0.1,sphere,UV-aged,negative,0.8300000000000001,0.86,0.7,0.5740000000000001,0.742,0.6,1.0,0.3,nano-scale,high,high
MP0438,PS,0.1,sphere,UV-aged,positive,0.8300000000000001,0.8999999999999999,0.7,0.5740000000000001,0.742,0.8,1.0,0.3,nano-scale,high,high
MP0439,PS,0.1,sphere,oxidized,neutral,1.0,0.82,0.7,0.724,0.762,0.3,1.0,0.3,nano-scale,high,high
MP0440,PS,0.1,sphere,oxidized,negative,1.0,0.88,0.7,0.724,0.762,0.6,1.0,0.3,nano-scale,high,high
MP0441,PS,0.1,sphere,oxidized,positive,1.0,0.9199999999999999,0.7,0.724,0.762,0.8,1.0,0.3,nano-scale,high,high
MP0442,PS,0.1,fragment,pristine,neutral,0.23,0.76,0.7,0.35400000000000004,0.6920000000000001,0.3,1.25,0.6,nano-scale,low,high
MP0443,PS,0.1,fragment,pristine,negative,0.23,0.82,0.7,0.35400000000000004,0.6920000000000001,0.6,1.25,0.6,nano-scale,low,high
MP0444,PS,0.1,fragment,pristine,positive,0.23,0.86,0.7,0.35400000000000004,0.6920000000000001,0.8,1.25,0.6,nano-scale,low,high
MP0445,PS,0.1,fragment,UV-aged,neutral,0.8300000000000001,0.84,0.7,0.654,0.772,0.3,1.25,0.6,nano-scale,high,high
MP0446,PS,0.1,fragment,UV-aged,negative,0.8300000000000001,0.9,0.7,0.654,0.772,0.6,1.25,0.6,nano-scale,high,high
MP0447,PS,0.1,fragment,UV-aged,positive,0.8300000000000001,0.94,0.7,0.654,0.772,0.8,1.25,0.6,nano-scale,high,high
MP0448,PS,0.1,fragment,oxidized,neutral,1.0,0.86,0.7,0.8039999999999999,0.792,0.3,1.25,0.6,nano-scale,high,high
MP0449,PS,0.1,fragment,oxidized,negative,1.0,0.92,0.7,0.8039999999999999,0.792,0.6,1.25,0.6,nano-scale,high,high
MP0450,PS,0.1,fragment,oxidized,positive,1.0,0.96,0.7,0.8039999999999999,0.792,0.8,1.25,0.6,nano-scale,high,high
MP0451,PS,0.1,fiber,pristine,neutral,0.23,0.75,0.7,0.374,0.682,0.3,1.6,0.85,nano-scale,low,high
MP0452,PS,0.1,fiber,pristine,negative,0.23,0.8099999999999999,0.7,0.374,0.682,0.6,1.6,0.85,nano-scale,low,high
MP0453,PS,0.1,fiber,pristine,positive,0.23,0.85,0.7,0.374,0.682,0.8,1.6,0.85,nano-scale,low,high
MP0454,PS,0.1,fiber,UV-aged,neutral,0.8300000000000001,0.83,0.7,0.674,0.762,0.3,1.6,0.85,nano-scale,high,high
MP0455,PS,0.1,fiber,UV-aged,negative,0.8300000000000001,0.89,0.7,0.674,0.762,0.6,1.6,0.85,nano-scale,high,high
MP0456,PS,0.1,fiber,UV-aged,positive,0.8300000000000001,0.9299999999999999,0.7,0.674,0.762,0.8,1.6,0.85,nano-scale,high,high
MP0457,PS,0.1,fiber,oxidized,neutral,1.0,0.85,0.7,0.824,0.782,0.3,1.6,0.85,nano-scale,high,high
MP0458,PS,0.1,fiber,oxidized,negative,1.0,0.91,0.7,0.824,0.782,0.6,1.6,0.85,nano-scale,high,high
MP0459,PS,0.1,fiber,oxidized,positive,1.0,0.95,0.7,0.824,0.782,0.8,1.6,0.85,nano-scale,high,high
MP0460,PS,1.0,sphere,pristine,neutral,0.22,0.6799999999999999,0.7,0.266,0.658,0.3,1.0,0.3,submicron-to-small,low,high
MP0461,PS,1.0,sphere,pristine,negative,0.22,0.7399999999999999,0.7,0.266,0.658,0.6,1.0,0.3,submicron-to-small,low,high
MP0462,PS,1.0,sphere,pristine,positive,0.22,0.7799999999999999,0.7,0.266,0.658,0.8,1.0,0.3,submicron-to-small,low,high
MP0463,PS,1.0,sphere,UV-aged,neutral,0.8200000000000001,0.7599999999999999,0.7,0.5660000000000001,0.738,0.3,1.0,0.3,submicron-to-small,high,high
MP0464,PS,1.0,sphere,UV-aged,negative,0.8200000000000001,0.82,0.7,0.5660000000000001,0.738,0.6,1.0,0.3,submicron-to-small,high,high
MP0465,PS,1.0,sphere,UV-aged,positive,0.8200000000000001,0.8599999999999999,0.7,0.5660000000000001,0.738,0.8,1.0,0.3,submicron-to-small,high,high
MP0466,PS,1.0,sphere,oxidized,neutral,1.0,0.7799999999999999,0.7,0.716,0.758,0.3,1.0,0.3,submicron-to-small,high,high
MP0467,PS,1.0,sphere,oxidized,negative,1.0,0.84,0.7,0.716,0.758,0.6,1.0,0.3,submicron-to-small,high,high
MP0468,PS,1.0,sphere,oxidized,positive,1.0,0.8799999999999999,0.7,0.716,0.758,0.8,1.0,0.3,submicron-to-small,high,high
MP0469,PS,1.0,fragment,pristine,neutral,0.22,0.72,0.7,0.34600000000000003,0.6880000000000001,0.3,1.25,0.6,submicron-to-small,low,high
MP0470,PS,1.0,fragment,pristine,negative,0.22,0.7799999999999999,0.7,0.34600000000000003,0.6880000000000001,0.6,1.25,0.6,submicron-to-small,low,high
MP0471,PS,1.0,fragment,pristine,positive,0.22,0.82,0.7,0.34600000000000003,0.6880000000000001,0.8,1.25,0.6,submicron-to-small,low,high
MP0472,PS,1.0,fragment,UV-aged,neutral,0.8200000000000001,0.7999999999999999,0.7,0.646,0.768,0.3,1.25,0.6,submicron-to-small,high,high
MP0473,PS,1.0,fragment,UV-aged,negative,0.8200000000000001,0.86,0.7,0.646,0.768,0.6,1.25,0.6,submicron-to-small,high,high
MP0474,PS,1.0,fragment,UV-aged,positive,0.8200000000000001,0.8999999999999999,0.7,0.646,0.768,0.8,1.25,0.6,submicron-to-small,high,high
MP0475,PS,1.0,fragment,oxidized,neutral,1.0,0.82,0.7,0.7959999999999999,0.788,0.3,1.25,0.6,submicron-to-small,high,high
MP0476,PS,1.0,fragment,oxidized,negative,1.0,0.88,0.7,0.7959999999999999,0.788,0.6,1.25,0.6,submicron-to-small,high,high
MP0477,PS,1.0,fragment,oxidized,positive,1.0,0.9199999999999999,0.7,0.7959999999999999,0.788,0.8,1.25,0.6,submicron-to-small,high,high
MP0478,PS,1.0,fiber,pristine,neutral,0.22,0.71,0.7,0.366,0.678,0.3,1.6,0.85,submicron-to-small,low,high
MP0479,PS,1.0,fiber,pristine,negative,0.22,0.7699999999999999,0.7,0.366,0.678,0.6,1.6,0.85,submicron-to-small,low,high
MP0480,PS,1.0,fiber,pristine,positive,0.22,0.8099999999999999,0.7,0.366,0.678,0.8,1.6,0.85,submicron-to-small,low,high
MP0481,PS,1.0,fiber,UV-aged,neutral,0.8200000000000001,0.7899999999999999,0.7,0.666,0.758,0.3,1.6,0.85,submicron-to-small,high,high
MP0482,PS,1.0,fiber,UV-aged,negative,0.8200000000000001,0.85,0.7,0.666,0.758,0.6,1.6,0.85,submicron-to-small,high,high
MP0483,PS,1.0,fiber,UV-aged,positive,0.8200000000000001,0.8899999999999999,0.7,0.666,0.758,0.8,1.6,0.85,submicron-to-small,high,high
MP0484,PS,1.0,fiber,oxidized,neutral,1.0,0.8099999999999999,0.7,0.816,0.778,0.3,1.6,0.85,submicron-to-small,high,high
MP0485,PS,1.0,fiber,oxidized,negative,1.0,0.87,0.7,0.816,0.778,0.6,1.6,0.85,submicron-to-small,high,high
MP0486,PS,1.0,fiber,oxidized,positive,1.0,0.9099999999999999,0.7,0.816,0.778,0.8,1.6,0.85,submicron-to-small,high,high
MP0487,PS,5.0,sphere,pristine,neutral,0.21000000000000002,0.64,0.7,0.258,0.654,0.3,1.0,0.3,small microplastic,low,moderate
MP0488,PS,5.0,sphere,pristine,negative,0.21000000000000002,0.7,0.7,0.258,0.654,0.6,1.0,0.3,small microplastic,low,high
MP0489,PS,5.0,sphere,pristine,positive,0.21000000000000002,0.74,0.7,0.258,0.654,0.8,1.0,0.3,small microplastic,low,high
MP0490,PS,5.0,sphere,UV-aged,neutral,0.81,0.72,0.7,0.558,0.734,0.3,1.0,0.3,small microplastic,high,high
MP0491,PS,5.0,sphere,UV-aged,negative,0.81,0.78,0.7,0.558,0.734,0.6,1.0,0.3,small microplastic,high,high
MP0492,PS,5.0,sphere,UV-aged,positive,0.81,0.82,0.7,0.558,0.734,0.8,1.0,0.3,small microplastic,high,high
MP0493,PS,5.0,sphere,oxidized,neutral,1.0,0.74,0.7,0.708,0.754,0.3,1.0,0.3,small microplastic,high,high
MP0494,PS,5.0,sphere,oxidized,negative,1.0,0.8,0.7,0.708,0.754,0.6,1.0,0.3,small microplastic,high,high
MP0495,PS,5.0,sphere,oxidized,positive,1.0,0.84,0.7,0.708,0.754,0.8,1.0,0.3,small microplastic,high,high
MP0496,PS,5.0,fragment,pristine,neutral,0.21000000000000002,0.68,0.7,0.338,0.684,0.3,1.25,0.6,small microplastic,low,high
MP0497,PS,5.0,fragment,pristine,negative,0.21000000000000002,0.74,0.7,0.338,0.684,0.6,1.25,0.6,small microplastic,low,high
MP0498,PS,5.0,fragment,pristine,positive,0.21000000000000002,0.78,0.7,0.338,0.684,0.8,1.25,0.6,small microplastic,low,high
MP0499,PS,5.0,fragment,UV-aged,neutral,0.81,0.76,0.7,0.638,0.764,0.3,1.25,0.6,small microplastic,high,high
MP0500,PS,5.0,fragment,UV-aged,negative,0.81,0.8200000000000001,0.7,0.638,0.764,0.6,1.25,0.6,small microplastic,high,high
MP0501,PS,5.0,fragment,UV-aged,positive,0.81,0.86,0.7,0.638,0.764,0.8,1.25,0.6,small microplastic,high,high
MP0502,PS,5.0,fragment,oxidized,neutral,1.0,0.78,0.7,0.7879999999999999,0.784,0.3,1.25,0.6,small microplastic,high,high
MP0503,PS,5.0,fragment,oxidized,negative,1.0,0.8400000000000001,0.7,0.7879999999999999,0.784,0.6,1.25,0.6,small microplastic,high,high
MP0504,PS,5.0,fragment,oxidized,positive,1.0,0.88,0.7,0.7879999999999999,0.784,0.8,1.25,0.6,small microplastic,high,high
MP0505,PS,5.0,fiber,pristine,neutral,0.21000000000000002,0.67,0.7,0.358,0.674,0.3,1.6,0.85,small microplastic,low,high
MP0506,PS,5.0,fiber,pristine,negative,0.21000000000000002,0.73,0.7,0.358,0.674,0.6,1.6,0.85,small microplastic,low,high
MP0507,PS,5.0,fiber,pristine,positive,0.21000000000000002,0.77,0.7,0.358,0.674,0.8,1.6,0.85,small microplastic,low,high
MP0508,PS,5.0,fiber,UV-aged,neutral,0.81,0.75,0.7,0.658,0.754,0.3,1.6,0.85,small microplastic,high,high
MP0509,PS,5.0,fiber,UV-aged,negative,0.81,0.81,0.7,0.658,0.754,0.6,1.6,0.85,small microplastic,high,high
MP0510,PS,5.0,fiber,UV-aged,positive,0.81,0.85,0.7,0.658,0.754,0.8,1.6,0.85,small microplastic,high,high
MP0511,PS,5.0,fiber,oxidized,neutral,1.0,0.77,0.7,0.8079999999999999,0.774,0.3,1.6,0.85,small microplastic,high,high
MP0512,PS,5.0,fiber,oxidized,negative,1.0,0.8300000000000001,0.7,0.8079999999999999,0.774,0.6,1.6,0.85,small microplastic,high,high
MP0513,PS,5.0,fiber,oxidized,positive,1.0,0.87,0.7,0.8079999999999999,0.774,0.8,1.6,0.85,small microplastic,high,high
MP0514,PS,10.0,sphere,pristine,neutral,0.2,0.6,0.7,0.25,0.65,0.3,1.0,0.3,larger microplastic,low,moderate
MP0515,PS,10.0,sphere,pristine,negative,0.2,0.6599999999999999,0.7,0.25,0.65,0.6,1.0,0.3,larger microplastic,low,high
MP0516,PS,10.0,sphere,pristine,positive,0.2,0.7,0.7,0.25,0.65,0.8,1.0,0.3,larger microplastic,low,high
MP0517,PS,10.0,sphere,UV-aged,neutral,0.8,0.6799999999999999,0.7,0.55,0.73,0.3,1.0,0.3,larger microplastic,high,high
MP0518,PS,10.0,sphere,UV-aged,negative,0.8,0.74,0.7,0.55,0.73,0.6,1.0,0.3,larger microplastic,high,high
MP0519,PS,10.0,sphere,UV-aged,positive,0.8,0.7799999999999999,0.7,0.55,0.73,0.8,1.0,0.3,larger microplastic,high,high
MP0520,PS,10.0,sphere,oxidized,neutral,1.0,0.7,0.7,0.7,0.75,0.3,1.0,0.3,larger microplastic,high,high
MP0521,PS,10.0,sphere,oxidized,negative,1.0,0.76,0.7,0.7,0.75,0.6,1.0,0.3,larger microplastic,high,high
MP0522,PS,10.0,sphere,oxidized,positive,1.0,0.7999999999999999,0.7,0.7,0.75,0.8,1.0,0.3,larger microplastic,high,high
MP0523,PS,10.0,fragment,pristine,neutral,0.2,0.64,0.7,0.33,0.68,0.3,1.25,0.6,larger microplastic,low,moderate
MP0524,PS,10.0,fragment,pristine,negative,0.2,0.7,0.7,0.33,0.68,0.6,1.25,0.6,larger microplastic,low,high
MP0525,PS,10.0,fragment,pristine,positive,0.2,0.74,0.7,0.33,0.68,0.8,1.25,0.6,larger microplastic,low,high
MP0526,PS,10.0,fragment,UV-aged,neutral,0.8,0.72,0.7,0.63,0.76,0.3,1.25,0.6,larger microplastic,high,high
MP0527,PS,10.0,fragment,UV-aged,negative,0.8,0.78,0.7,0.63,0.76,0.6,1.25,0.6,larger microplastic,high,high
MP0528,PS,10.0,fragment,UV-aged,positive,0.8,0.82,0.7,0.63,0.76,0.8,1.25,0.6,larger microplastic,high,high
MP0529,PS,10.0,fragment,oxidized,neutral,1.0,0.74,0.7,0.7799999999999999,0.78,0.3,1.25,0.6,larger microplastic,high,high
MP0530,PS,10.0,fragment,oxidized,negative,1.0,0.8,0.7,0.7799999999999999,0.78,0.6,1.25,0.6,larger microplastic,high,high
MP0531,PS,10.0,fragment,oxidized,positive,1.0,0.84,0.7,0.7799999999999999,0.78,0.8,1.25,0.6,larger microplastic,high,high
MP0532,PS,10.0,fiber,pristine,neutral,0.2,0.63,0.7,0.35,0.67,0.3,1.6,0.85,larger microplastic,low,moderate
MP0533,PS,10.0,fiber,pristine,negative,0.2,0.69,0.7,0.35,0.67,0.6,1.6,0.85,larger microplastic,low,high
MP0534,PS,10.0,fiber,pristine,positive,0.2,0.73,0.7,0.35,0.67,0.8,1.6,0.85,larger microplastic,low,high
MP0535,PS,10.0,fiber,UV-aged,neutral,0.8,0.71,0.7,0.65,0.75,0.3,1.6,0.85,larger microplastic,high,high
MP0536,PS,10.0,fiber,UV-aged,negative,0.8,0.77,0.7,0.65,0.75,0.6,1.6,0.85,larger microplastic,high,high
MP0537,PS,10.0,fiber,UV-aged,positive,0.8,0.8099999999999999,0.7,0.65,0.75,0.8,1.6,0.85,larger microplastic,high,high
MP0538,PS,10.0,fiber,oxidized,neutral,1.0,0.73,0.7,0.7999999999999999,0.77,0.3,1.6,0.85,larger microplastic,high,high
MP0539,PS,10.0,fiber,oxidized,negative,1.0,0.79,0.7,0.7999999999999999,0.77,0.6,1.6,0.85,larger microplastic,high,high
MP0540,PS,10.0,fiber,oxidized,positive,1.0,0.83,0.7,0.7999999999999999,0.77,0.8,1.6,0.85,larger microplastic,high,high
MP0541,PVC,0.05,sphere,pristine,neutral,0.23,0.67,0.6,0.274,0.712,0.3,1.0,0.3,nano-scale,low,high
MP0542,PVC,0.05,sphere,pristine,negative,0.23,0.7300000000000001,0.6,0.274,0.712,0.6,1.0,0.3,nano-scale,low,high
MP0543,PVC,0.05,sphere,pristine,positive,0.23,0.77,0.6,0.274,0.712,0.8,1.0,0.3,nano-scale,low,high
MP0544,PVC,0.05,sphere,UV-aged,neutral,0.8300000000000001,0.75,0.6,0.5740000000000001,0.7919999999999999,0.3,1.0,0.3,nano-scale,high,high
MP0545,PVC,0.05,sphere,UV-aged,negative,0.8300000000000001,0.8099999999999999,0.6,0.5740000000000001,0.7919999999999999,0.6,1.0,0.3,nano-scale,high,high
MP0546,PVC,0.05,sphere,UV-aged,positive,0.8300000000000001,0.85,0.6,0.5740000000000001,0.7919999999999999,0.8,1.0,0.3,nano-scale,high,high
MP0547,PVC,0.05,sphere,oxidized,neutral,1.0,0.77,0.6,0.724,0.8119999999999999,0.3,1.0,0.3,nano-scale,high,high
MP0548,PVC,0.05,sphere,oxidized,negative,1.0,0.83,0.6,0.724,0.8119999999999999,0.6,1.0,0.3,nano-scale,high,high
MP0549,PVC,0.05,sphere,oxidized,positive,1.0,0.87,0.6,0.724,0.8119999999999999,0.8,1.0,0.3,nano-scale,high,high
MP0550,PVC,0.05,fragment,pristine,neutral,0.23,0.7100000000000001,0.6,0.35400000000000004,0.742,0.3,1.25,0.6,nano-scale,low,high
MP0551,PVC,0.05,fragment,pristine,negative,0.23,0.7700000000000001,0.6,0.35400000000000004,0.742,0.6,1.25,0.6,nano-scale,low,high
MP0552,PVC,0.05,fragment,pristine,positive,0.23,0.81,0.6,0.35400000000000004,0.742,0.8,1.25,0.6,nano-scale,low,high
MP0553,PVC,0.05,fragment,UV-aged,neutral,0.8300000000000001,0.79,0.6,0.654,0.822,0.3,1.25,0.6,nano-scale,high,high
MP0554,PVC,0.05,fragment,UV-aged,negative,0.8300000000000001,0.85,0.6,0.654,0.822,0.6,1.25,0.6,nano-scale,high,high
MP0555,PVC,0.05,fragment,UV-aged,positive,0.8300000000000001,0.89,0.6,0.654,0.822,0.8,1.25,0.6,nano-scale,high,high
MP0556,PVC,0.05,fragment,oxidized,neutral,1.0,0.81,0.6,0.8039999999999999,0.842,0.3,1.25,0.6,nano-scale,high,high
MP0557,PVC,0.05,fragment,oxidized,negative,1.0,0.87,0.6,0.8039999999999999,0.842,0.6,1.25,0.6,nano-scale,high,high
MP0558,PVC,0.05,fragment,oxidized,positive,1.0,0.91,0.6,0.8039999999999999,0.842,0.8,1.25,0.6,nano-scale,high,high
MP0559,PVC,0.05,fiber,pristine,neutral,0.23,0.7000000000000001,0.6,0.374,0.732,0.3,1.6,0.85,nano-scale,low,high
MP0560,PVC,0.05,fiber,pristine,negative,0.23,0.7600000000000001,0.6,0.374,0.732,0.6,1.6,0.85,nano-scale,low,high
MP0561,PVC,0.05,fiber,pristine,positive,0.23,0.8,0.6,0.374,0.732,0.8,1.6,0.85,nano-scale,low,high
MP0562,PVC,0.05,fiber,UV-aged,neutral,0.8300000000000001,0.78,0.6,0.674,0.8119999999999999,0.3,1.6,0.85,nano-scale,high,high
MP0563,PVC,0.05,fiber,UV-aged,negative,0.8300000000000001,0.84,0.6,0.674,0.8119999999999999,0.6,1.6,0.85,nano-scale,high,high
MP0564,PVC,0.05,fiber,UV-aged,positive,0.8300000000000001,0.88,0.6,0.674,0.8119999999999999,0.8,1.6,0.85,nano-scale,high,high
MP0565,PVC,0.05,fiber,oxidized,neutral,1.0,0.8,0.6,0.824,0.832,0.3,1.6,0.85,nano-scale,high,high
MP0566,PVC,0.05,fiber,oxidized,negative,1.0,0.86,0.6,0.824,0.832,0.6,1.6,0.85,nano-scale,high,high
MP0567,PVC,0.05,fiber,oxidized,positive,1.0,0.9,0.6,0.824,0.832,0.8,1.6,0.85,nano-scale,high,high
