simulation_id,exposure_scenario_id,particle_id,polymer,size_um,size_class,shape,aging,charge,dose_level,duration_days,gut_status,diet_state,particle_hazard_potential,interaction_risk_proxy,lymphatic_burden_index,macrophage_activation_score,ROS_score,cytokine_activation_score,systemic_inflammatory_spillover_score,immune_dysregulation_score,baseline_final_risk,baseline_risk_class,dominant_mechanistic_driver,mc_mean_risk,mc_sd_risk,mc_cv_risk,mc_p05_risk,mc_p25_risk,mc_p50_risk,mc_p75_risk,mc_p95_risk,mc_uncertainty_band_width,mc_prob_low,mc_prob_moderate,mc_prob_high,mc_prob_severe,mc_prob_high_or_severe,mc_mean_minus_baseline,mc_p05_class,mc_p50_class,mc_p95_class,classification_stable,uncertainty_class,risk_robustness_label,mc_rank_mean,mc_rank_p05,mc_rank_p95
SIM048275,EXP0072,MP0350,PP,1.0,submicron-to-small,fiber,oxidized,negative,high,365,barrier-impaired,high-fat,0.7570772804161439,0.7710715814433867,0.9971071134199688,0.8831342194764712,0.8728292442022781,0.8922329223673493,0.9029358839741306,0.9113137452092446,0.8469815221729747,severe,lymphatic burden dominated,0.838130337929202,0.026839237228452998,0.03202274874661335,0.788749588342488,0.8211520178129156,0.8407152333411241,0.8568090583740378,0.8785474323215339,0.08979784397904589,0.0,0.0,0.0,1.0,1.0,-0.008851184243772736,severe,severe,severe,True,low uncertainty,robust severe,91,118,115
SIM048545,EXP0072,MP0620,PVC,1.0,submicron-to-small,fiber,oxidized,negative,high,365,barrier-impaired,high-fat,0.7725607229001491,0.7796995554637015,0.979475368027137,0.8911497146371465,0.8764372012681211,0.8917893515573467,0.8981705695169258,0.9105991609031074,0.8477788055716622,severe,lymphatic burden dominated,0.8381092406807205,0.02828654540616684,0.03375042778809894,0.7897869261036757,0.8200975005069817,0.838712498252167,0.8554675302375141,0.8830293403926144,0.09324241428893865,0.0,0.0,0.0033333333333333335,0.9966666666666667,1.0,-0.009669564890941729,severe,severe,severe,True,low uncertainty,robust severe,92,107,76
SIM048371,EXP0072,MP0446,PS,0.1,nano-scale,fragment,UV-aged,negative,high,365,barrier-impaired,high-fat,0.7555503796811178,0.7774958476164409,0.982601837683676,0.8879668772880616,0.8727472680460207,0.8902946093864862,0.9041115621664908,0.909864631099542,0.8457702757964896,severe,lymphatic burden dominated,0.8381087693337969,0.028649654928986554,0.03418369545485803,0.7893065544579771,0.819861783587503,0.8384670681541994,0.8571758530699145,0.883061598011136,0.09375504355315889,0.0,0.0,0.0033333333333333335,0.9966666666666667,1.0,-0.007661506462692702,severe,severe,severe,True,low uncertainty,robust severe,93,112,75
SIM047700,EXP0071,MP0450,PS,0.1,nano-scale,fragment,oxidized,positive,high,365,barrier-impaired,normal,0.8275563796567434,0.7866768691231533,0.9627225625456568,0.9027697089633688,0.8861055901664582,0.8897549846572144,0.874814879859646,0.9096273579816392,0.8455796931494588,severe,lymphatic burden dominated,0.8380512387158338,0.02732829643803228,0.03260933839782336,0.7903719793207683,0.8221826691322596,0.8380254362026769,0.8593890617685143,0.8805401208546948,0.0901681415339265,0.0,0.0,0.0,1.0,1.0,-0.0075284544336250425,severe,severe,severe,True,low uncertainty,robust severe,94,104,93
SIM047678,EXP0071,MP0428,PS,0.05,nano-scale,fiber,UV-aged,negative,high,365,barrier-impaired,normal,0.7778851770062052,0.7763885545367353,0.969287546897024,0.8973544810437625,0.8742385754749424,0.8869200273842721,0.8658972561685496,0.9045866077863686,0.8435521495282093,severe,lymphatic burden dominated,0.8380403202243053,0.02830867332566328,0.033779607785521054,0.7896934903956373,0.8171866974870825,0.8416730367433011,0.8577099138442975,0.8817170516133133,0.09202356121767596,0.0,0.0,0.0,1.0,1.0,-0.005511829303904037,severe,severe,severe,True,low uncertainty,robust severe,95,108,87
SIM048344,EXP0072,MP0419,PS,0.05,nano-scale,fragment,UV-aged,negative,high,365,barrier-impaired,high-fat,0.7572880698213449,0.7781878905504312,0.9821583907743028,0.8883390319031831,0.8732443282436444,0.8904529736550065,0.90431800489774,0.9100565129141714,0.8460219075034202,severe,lymphatic burden dominated,0.8375820139229448,0.027133383467960404,0.032394897474988284,0.7913999863557283,0.8206463294699907,0.8379588317447175,0.8562084725886467,0.8790182015180905,0.08761821516236223,0.0,0.0,0.0,1.0,1.0,-0.008439893580475366,severe,severe,severe,True,low uncertainty,robust severe,96,92,107
SIM047680,EXP0071,MP0430,PS,0.05,nano-scale,fiber,oxidized,neutral,high,365,barrier-impaired,normal,0.7861414213452105,0.7748639065373182,0.975802870996898,0.894483458144504,0.8759328145795154,0.8888691567984415,0.8707292750612131,0.9065685045516356,0.8447264325086511,severe,lymphatic burden dominated,0.8375775284124163,0.027412734685880222,0.03272859377902231,0.7889228274843684,0.8186404672454806,0.8397433531918657,0.8553338688243248,0.8804549632599525,0.09153213577558417,0.0,0.0,0.0033333333333333335,0.9966666666666667,1.0,-0.007148904096234809,severe,severe,severe,True,low uncertainty,robust severe,97,115,96
SIM048077,EXP0072,MP0152,PE,0.05,nano-scale,fragment,oxidized,negative,high,365,barrier-impaired,high-fat,0.7704043110131039,0.7750517853250778,0.9957893893778096,0.8824205755142729,0.8760630642824626,0.8941889481360684,0.9054715456188636,0.912571184119545,0.8470676026454153,severe,lymphatic burden dominated,0.8375106371267615,0.027926960939928906,0.03334520148389312,0.7905447491996302,0.818906433314523,0.836136316000232,0.858046038123847,0.8856863272866743,0.09514157808704404,0.0,0.0,0.0,1.0,1.0,-0.009556965518653704,severe,severe,severe,True,low uncertainty,robust severe,98,102,57
SIM047707,EXP0071,MP0457,PS,0.1,nano-scale,fiber,oxidized,neutral,high,365,barrier-impaired,normal,0.78402042677393,0.7740035114386906,0.9762340362095664,0.8940148051250228,0.8753028820672131,0.8886401864161795,0.8703776211010614,0.9062885271414004,0.8443762835240377,severe,lymphatic burden dominated,0.8374912627201428,0.026375636071638096,0.03149362536146281,0.794580578007401,0.8203695918460308,0.835830196030455,0.8544734750445165,0.8789102792687836,0.08432970126138262,0.0,0.0,0.0,1.0,1.0,-0.006885020803894859,severe,severe,severe,True,low uncertainty,robust severe,99,75,110
SIM048239,EXP0072,MP0314,PP,0.1,nano-scale,fragment,oxidized,negative,high,365,barrier-impaired,high-fat,0.7665106342532092,0.7727983304550996,0.9938562318984516,0.8812098887136802,0.8742895040209742,0.8931216088366132,0.904683832990684,0.9113454962754348,0.8452635451947127,severe,lymphatic burden dominated,0.8374470927836242,0.02799338213239296,0.0334270455693042,0.7917288976125888,0.8188591490346397,0.8363881213060301,0.857199425360586,0.880526741693477,0.0887978440808882,0.0,0.0,0.0033333333333333335,0.9966666666666667,1.0,-0.007816452411088526,severe,severe,severe,True,low uncertainty,robust severe,100,88,94
